number,value,user_attrs_final_train_acc,user_attrs_final_val_acc,user_attrs_best_train_acc,user_attrs_best_epoch,params_lr,params_weight_decay,state
1,0.764,0.9911111111111112,0.76,0.9726666666666667,74,0.04473366788835708,0.0006693551887975507,COMPLETE
3,0.764,0.9884444444444445,0.756,0.9873333333333333,84,0.05160121496707329,0.00030880353453334523,COMPLETE
2,0.754,0.9917777777777778,0.744,0.9895555555555555,84,0.016108141306158626,0.0003457694012421878,COMPLETE
0,0.726,0.9897777777777778,0.712,0.9835555555555555,76,0.012170379764527258,0.00018794148839777465,COMPLETE
